200	2.600000
400	3.200000
600	3.900000
800	9.700000
1000	8.300000
1200	8.300000
1400	10.500000
1600	12.500000
1800	14.000000
2000	14.800000
2200	16.700000
2400	16.800000
2600	12.100000
2800	16.900000
3000	16.200000
3200	18.600000
3400	19.300000
3600	16.600000
3800	17.500000
4000	18.500000
4200	19.400000
4400	20.400000
4600	31.300000
4800	22.300000
5000	23.100000
