200	6.400000
400	12.200000
600	18.100000
800	23.200000
1000	28.600000
1200	34.500000
1400	40.300000
1600	44.800000
1800	52.700000
2000	54.800000
2200	97.300000
2400	65.600000
2600	75.500000
2800	77.000000
3000	71.600000
3200	75.100000
3400	82.300000
3600	77.900000
3800	78.600000
4000	80.200000
4200	124.000000
4400	101.800000
4600	100.700000
4800	99.900000
5000	100.900000
